Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
120,25876,IDP_T1_FAST_ROIs_L_occ_pole,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Occipital Pole,22133,22112,22121,11086,-,-,33219,33192,33204,1.62E-01,1.87E-02
121,25877,IDP_T1_FAST_ROIs_R_occ_pole,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Occipital Pole,22133,22112,22121,11086,-,-,33219,33192,33204,2.04E-01,1.95E-02
122,25878,IDP_T1_FAST_ROIs_L_thalamus,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Thalamus,22133,22112,22121,11086,-,-,33219,33192,33204,2.70E-01,2.17E-02
123,25879,IDP_T1_FAST_ROIs_R_thalamus,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Thalamus,22133,22112,22121,11086,-,-,33219,33192,33204,2.92E-01,2.02E-02
124,25880,IDP_T1_FAST_ROIs_L_caudate,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Caudate,22133,22112,22121,11086,-,-,33219,33192,33204,2.70E-01,2.17E-02
125,25881,IDP_T1_FAST_ROIs_R_caudate,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Caudate,22133,22112,22121,11086,-,-,33219,33192,33204,2.76E-01,2.25E-02
126,25882,IDP_T1_FAST_ROIs_L_putamen,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Putamen,22133,22112,22121,11086,-,-,33219,33192,33204,2.88E-01,2.88E-02
127,25883,IDP_T1_FAST_ROIs_R_putamen,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Putamen,22133,22112,22121,11086,-,-,33219,33192,33204,2.87E-01,2.96E-02
128,25884,IDP_T1_FAST_ROIs_L_pallidum,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Pallidum,22133,22112,22121,11086,-,-,33219,33192,33204,1.67E-01,1.83E-02
129,25885,IDP_T1_FAST_ROIs_R_pallidum,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Pallidum,22133,22112,22121,11086,-,-,33219,33192,33204,1.65E-01,1.81E-02
130,25886,IDP_T1_FAST_ROIs_L_hippocampus,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Hippocampus,22133,22112,22121,11086,-,-,33219,33192,33204,2.65E-01,2.30E-02
131,25887,IDP_T1_FAST_ROIs_R_hippocampus,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Hippocampus,22133,22112,22121,11086,-,-,33219,33192,33204,2.73E-01,2.48E-02
132,25888,IDP_T1_FAST_ROIs_L_amygdala,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Amygdala,22133,22112,22121,11086,-,-,33219,33192,33204,1.87E-01,1.94E-02
133,25889,IDP_T1_FAST_ROIs_R_amygdala,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Amygdala,22133,22112,22121,11086,-,-,33219,33192,33204,1.66E-01,1.53E-02
134,25890,IDP_T1_FAST_ROIs_L_ventral_striatum,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Ventral Striatum,22133,22112,22121,11086,-,-,33219,33192,33204,2.80E-01,2.92E-02
135,25891,IDP_T1_FAST_ROIs_R_ventral_striatum,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Ventral Striatum,22133,22112,22121,11086,11080,11083,33219,33192,33204,2.76E-01,2.89E-02
136,25892,IDP_T1_FAST_ROIs_brain_stem,,mm3,float,1,regional and tissue volume,Volume of grey matter in Brain-Stem,22133,22112,22121,11086,11080,11083,33219,33192,33204,2.51E-01,2.30E-02
137,25893,IDP_T1_FAST_ROIs_L_cerebellum_I-IV,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left I-IV Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.83E-01,2.11E-02
138,25894,IDP_T1_FAST_ROIs_R_cerebellum_I-IV,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right I-IV Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.84E-01,1.99E-02
139,25895,IDP_T1_FAST_ROIs_L_cerebellum_V,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left V Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.80E-01,2.10E-02
140,25896,IDP_T1_FAST_ROIs_R_cerebellum_V,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right V Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.74E-01,2.03E-02
141,25897,IDP_T1_FAST_ROIs_L_cerebellum_VI,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left VI Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.74E-01,2.39E-02
142,25898,IDP_T1_FAST_ROIs_V_cerebellum_VI,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis VI Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.58E-01,2.24E-02
143,25899,IDP_T1_FAST_ROIs_R_cerebellum_VI,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right VI Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.69E-01,2.26E-02
144,25900,IDP_T1_FAST_ROIs_L_cerebellum_crus_I,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Crus I Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.18E-01,2.35E-02
145,25901,IDP_T1_FAST_ROIs_V_cerebellum_crus_I,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis Crus I Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,7.89E-02,1.45E-02
146,25902,IDP_T1_FAST_ROIs_R_cerebellum_crus_I,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Crus I Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.18E-01,2.45E-02
147,25903,IDP_T1_FAST_ROIs_L_cerebellum_crus_II,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left Crus II Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.02E-01,2.66E-02
148,25904,IDP_T1_FAST_ROIs_V_cerebellum_crus_II,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis Crus II Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.32E-01,2.22E-02
149,25905,IDP_T1_FAST_ROIs_R_cerebellum_crus_II,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right Crus II Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.29E-01,3.18E-02
150,25906,IDP_T1_FAST_ROIs_L_cerebellum_VIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left VIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.87E-01,2.63E-02
151,25907,IDP_T1_FAST_ROIs_V_cerebellum_VIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis VIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.53E-01,2.11E-02
152,25908,IDP_T1_FAST_ROIs_R_cerebellum_VIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right VIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.14E-01,3.02E-02
153,25909,IDP_T1_FAST_ROIs_L_cerebellum_VIIIa,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left VIIIa Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.79E-01,2.41E-02
154,25910,IDP_T1_FAST_ROIs_V_cerebellum_VIIIa,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis VIIIa Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.16E-01,2.50E-02
155,25911,IDP_T1_FAST_ROIs_R_cerebellum_VIIIa,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right VIIIa Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.74E-01,2.61E-02
156,25912,IDP_T1_FAST_ROIs_L_cerebellum_VIIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left VIIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.84E-01,2.39E-02
157,25913,IDP_T1_FAST_ROIs_V_cerebellum_VIIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis VIIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.33E-01,2.70E-02
158,25914,IDP_T1_FAST_ROIs_R_cerebellum_VIIIb,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right VIIIb Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.55E-01,2.13E-02
159,25915,IDP_T1_FAST_ROIs_L_cerebellum_IX,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left IX Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.38E-01,2.63E-02
160,25916,IDP_T1_FAST_ROIs_V_cerebellum_IX,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis IX Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.10E-01,2.81E-02
161,25917,IDP_T1_FAST_ROIs_R_cerebellum_IX,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right IX Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,3.35E-01,2.67E-02
162,25918,IDP_T1_FAST_ROIs_L_cerebellum_X,,mm3,float,1,regional and tissue volume,Volume of grey matter in Left X Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.55E-01,2.14E-02
163,25919,IDP_T1_FAST_ROIs_V_cerebellum_X,,mm3,float,1,regional and tissue volume,Volume of grey matter in Vermis X Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.53E-01,2.25E-02
164,25920,IDP_T1_FAST_ROIs_R_cerebellum_X,,mm3,float,1,regional and tissue volume,Volume of grey matter in Right X Cerebellum,22133,22112,22121,11086,-,-,33219,33192,33204,2.43E-01,2.02E-02
165,26514,aseg_global_volume_BrainSeg,,mm3,float,1,regional and tissue volume,Volume of BrainSeg in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.53E-01,2.46E-02
166,26515,aseg_global_volume_BrainSegNotVent,,mm3,float,1,regional and tissue volume,Volume of BrainSegNotVent in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.49E-01,2.42E-02
167,26516,aseg_global_volume_BrainSegNotVentSurf,,mm3,float,1,regional and tissue volume,Volume of BrainSegNotVentSurf in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.59E-01,2.49E-02
168,26517,aseg_global_volume_SubCortGray,,mm3,float,1,regional and tissue volume,Volume of SubCortGray in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.31E-01,2.51E-02
169,26518,aseg_global_volume_TotalGray,,mm3,float,1,regional and tissue volume,Volume of TotalGray in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.15E-01,2.04E-02
170,26519,aseg_global_volume_SupraTentorial,,mm3,float,1,regional and tissue volume,Volume of SupraTentorial in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.76E-01,2.48E-02
171,26520,aseg_global_volume_SupraTentorialNotVent,,mm3,float,1,regional and tissue volume,Volume of SupraTentorialNotVent in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.74E-01,2.42E-02
172,26521,aseg_global_volume_EstimatedTotalIntraCranial,,mm3,float,1,regional and tissue volume,Volume of EstimatedTotalIntraCranial in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.75E-01,2.23E-02
173,26522,aseg_global_volume_VentricleChoroid,,mm3,float,1,regional and tissue volume,Volume of VentricleChoroid in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.81E-01,2.52E-02
174,26523,aseg_global_volume_3rd-Ventricle,,mm3,float,1,regional and tissue volume,Volume of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.81E-01,2.45E-02
175,26524,aseg_global_volume_4th-Ventricle,,mm3,float,1,regional and tissue volume,Volume of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.40E-01,2.75E-02
176,26525,aseg_global_volume_5th-Ventricle,,mm3,float,1,regional and tissue volume,Volume of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,10681,10684,31968,31943,31954,-5.00E-03,1.38E-02
177,26526,aseg_global_volume_Brain-Stem,,mm3,float,1,regional and tissue volume,Volume of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,10681,10684,31968,31943,31954,3.97E-01,3.04E-02
178,26527,aseg_global_volume_CSF,,mm3,float,1,regional and tissue volume,Volume of CSF in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.72E-01,2.27E-02
179,26528,aseg_global_volume_WM-hypointensities,,mm3,float,1,regional and tissue volume,Volume of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.30E-01,2.28E-02
180,26529,aseg_global_volume_non-WM-hypointensities,,mm3,float,1,regional and tissue volume,Volume of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.80E-03,1.22E-02
181,26530,aseg_global_volume_Optic-Chiasm,,mm3,float,1,regional and tissue volume,Volume of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.67E-01,2.66E-02
182,26531,aseg_global_volume_CC-Posterior,,mm3,float,1,regional and tissue volume,Volume of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.35E-01,2.43E-02
183,26532,aseg_global_volume_CC-Mid-Posterior,,mm3,float,1,regional and tissue volume,Volume of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.61E-01,1.69E-02
184,26533,aseg_global_volume_CC-Central,,mm3,float,1,regional and tissue volume,Volume of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.18E-01,1.68E-02
185,26534,aseg_global_volume_CC-Mid-Anterior,,mm3,float,1,regional and tissue volume,Volume of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.21E-01,1.95E-02
186,26535,aseg_global_volume_CC-Anterior,,mm3,float,1,regional and tissue volume,Volume of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.55E-01,2.24E-02
187,26536,aseg_global_volume-ratio_BrainSegVol-to-eTIV,,ratio,float,1,regional and tissue volume,Volume-ratio of BrainSegVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.34E-01,2.15E-02
188,26537,aseg_global_volume-ratio_MaskVol-to-eTIV,,ratio,float,1,regional and tissue volume,Volume-ratio of MaskVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.03E-01,1.79E-02
189,26552,aseg_lh_volume_Cortex,,mm3,float,1,regional and tissue volume,Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.07E-01,1.94E-02
190,26553,aseg_lh_volume_CerebralWhiteMatter,,mm3,float,1,regional and tissue volume,Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.35E-01,2.73E-02
191,26554,aseg_lh_volume_Lateral-Ventricle,,mm3,float,1,regional and tissue volume,Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.74E-01,2.44E-02
192,26555,aseg_lh_volume_Inf-Lat-Vent,,mm3,float,1,regional and tissue volume,Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.40E-01,1.82E-02
193,26556,aseg_lh_volume_Cerebellum-White-Matter,,mm3,float,1,regional and tissue volume,Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.22E-01,2.79E-02
194,26557,aseg_lh_volume_Cerebellum-Cortex,,mm3,float,1,regional and tissue volume,Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.54E-01,2.89E-02
195,26558,aseg_lh_volume_Thalamus-Proper,,mm3,float,1,regional and tissue volume,Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10685,-,-,31967,31942,31953,2.78E-01,2.37E-02
196,26559,aseg_lh_volume_Caudate,,mm3,float,1,regional and tissue volume,Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.49E-01,2.66E-02
197,26560,aseg_lh_volume_Putamen,,mm3,float,1,regional and tissue volume,Volume of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.21E-01,2.74E-02
198,26561,aseg_lh_volume_Pallidum,,mm3,float,1,regional and tissue volume,Volume of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.03E-01,2.22E-02
199,26562,aseg_lh_volume_Hippocampus,,mm3,float,1,regional and tissue volume,Volume of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.64E-01,2.31E-02
200,26563,aseg_lh_volume_Amygdala,,mm3,float,1,regional and tissue volume,Volume of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.24E-01,1.88E-02
201,26564,aseg_lh_volume_Accumbens-area,,mm3,float,1,regional and tissue volume,Volume of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.37E-01,2.18E-02
202,26565,aseg_lh_volume_VentralDC,,mm3,float,1,regional and tissue volume,Volume of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,10681,10684,31968,31943,31954,3.12E-01,2.82E-02
203,26566,aseg_lh_volume_vessel,,mm3,float,1,regional and tissue volume,Volume of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.06E-01,1.61E-02
204,26567,aseg_lh_volume_choroid-plexus,,mm3,float,1,regional and tissue volume,Volume of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.39E-01,2.12E-02
205,26568,aseg_lh_number_HolesBeforeFixing,,count,int,1,regional and tissue volume,Number of HolesBeforeFixing in the left hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.55E-01,1.92E-02
206,26583,aseg_rh_volume_Cortex,,mm3,float,1,regional and tissue volume,Volume of Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,1.92E-01,1.85E-02
207,26584,aseg_rh_volume_CerebralWhiteMatter,,mm3,float,1,regional and tissue volume,Volume of CerebralWhiteMatter in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,3.42E-01,2.82E-02
208,26585,aseg_rh_volume_Lateral-Ventricle,,mm3,float,1,regional and tissue volume,Volume of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg),21282,21262,21270,10686,-,-,31968,31943,31954,2.63E-01,2.48E-02
